topic_1,topic_2,mean_topic_1,mean_topic_2,mean_difference,u_statistic,p_value,p_value_adjusted,significant,cohens_d,effect_size
Harper vs Trudeau Election Talk,"Gender, Feminism & Relationships",1.34,1.4464285714285714,-0.10642857142857132,2426.5,0.0932522073425466,1.0,False,-0.1826643393743556,Negligible
Harper vs Trudeau Election Talk,"Racism, Law & Policy Framing",1.34,1.4,-0.05999999999999983,898.0,0.3685222261061507,1.0,False,-0.10149226055455295,Negligible
Harper vs Trudeau Election Talk,"Animals, Food, Meat Ethics & Environment",1.34,1.3,0.040000000000000036,3049.0,0.825117600615288,1.0,False,0.06777184707394332,Negligible
Harper vs Trudeau Election Talk,Energy Tech (Solar/Wind/Nuclear/Power),1.34,1.2121212121212122,0.12787878787878793,1836.0,0.19524022346402703,1.0,False,0.21590716642817126,Small
Harper vs Trudeau Election Talk,"Citizenship, Dual Citizenship & Niqab Ceremony",1.34,1.2608695652173914,0.07913043478260873,1181.5,0.7949491598177119,1.0,False,0.13614713576626694,Negligible
Harper vs Trudeau Election Talk,"Canadian Culture, Language & Immigration Identity",1.34,1.3214285714285714,0.018571428571428683,1359.5,0.7691151148815429,1.0,False,0.03195916206907103,Negligible
Harper vs Trudeau Election Talk,Marijuana/Drugs/Alcohol Legalization Debate,1.34,1.1923076923076923,0.1476923076923078,1418.5,0.34896180196422144,1.0,False,0.2584977218552845,Small
Harper vs Trudeau Election Talk,"Education: Teachers, Schools & Kids",1.34,1.1910112359550562,0.14898876404494388,4970.0,0.053782355257509594,1.0,False,0.2670789499344659,Small
Harper vs Trudeau Election Talk,Climate Change & CO2 Debate,1.34,1.1111111111111112,0.22888888888888892,4725.0,0.005559942131685046,1.0,False,0.45937166265962437,Small
Harper vs Trudeau Election Talk,Harper-era Conservatism & Government,1.34,1.1818181818181819,0.1581818181818182,1287.0,0.09453548815056578,1.0,False,0.2562882052959519,Small
Partisan Competence / Messaging (Liberal vs Conservative),"Citizenship, Dual Citizenship & Niqab Ceremony",1.125,1.2608695652173914,-0.13586956521739135,159.0,0.31737945219051056,1.0,False,-0.332323327834919,Small
Partisan Competence / Messaging (Liberal vs Conservative),"Canadian Culture, Language & Immigration Identity",1.125,1.3214285714285714,-0.1964285714285714,180.0,0.15715952494298324,1.0,False,-0.45414755311462374,Small
Partisan Competence / Messaging (Liberal vs Conservative),Marijuana/Drugs/Alcohol Legalization Debate,1.125,1.1923076923076923,-0.06730769230769229,194.0,0.5881393491304057,1.0,False,-0.17693474333472958,Negligible
Partisan Competence / Messaging (Liberal vs Conservative),"Education: Teachers, Schools & Kids",1.125,1.1910112359550562,-0.0660112359550562,687.0,0.726046934785314,1.0,False,-0.13818999182714803,Negligible
Partisan Competence / Messaging (Liberal vs Conservative),Climate Change & CO2 Debate,1.125,1.1111111111111112,0.01388888888888884,657.0,0.8804248237961505,1.0,False,0.043353782887558825,Negligible
Partisan Competence / Messaging (Liberal vs Conservative),Harper-era Conservatism & Government,1.125,1.1818181818181819,-0.05681818181818188,181.0,0.8026501302627305,1.0,False,-0.10268193673285003,Negligible
Partisan Competence / Messaging (Liberal vs Conservative),Personal Encouragement / Health / Small Talk,1.125,1.391304347826087,-0.2663043478260869,142.0,0.11875881092956675,1.0,False,-0.5332356631389948,Medium
Partisan Competence / Messaging (Liberal vs Conservative),"Oil, Pipelines & Alberta Energy Industry",1.125,1.0952380952380953,0.029761904761904656,526.0,0.59436134136269,1.0,False,0.08620223760089753,Negligible
Harper vs Trudeau Election Talk,"Vaccines, Vaccination & Disease Risk",1.34,1.3333333333333333,0.006666666666666821,720.0,0.7544693532926985,1.0,False,0.011237041058130023,Negligible
Harper vs Trudeau Election Talk,Fascism/Nazism/Confederate Symbols,1.34,1.5625,-0.22249999999999992,1261.0,0.028820645551547626,1.0,False,-0.36497296819800823,Small
Harper vs Trudeau Election Talk,"Bullying, Civility & Editorial Disputes",1.34,1.4375,-0.09749999999999992,723.5,0.44089886108108567,1.0,False,-0.15991506358625418,Negligible
Harper vs Trudeau Election Talk,US Politics (Trump/Clinton/Obama),1.34,1.5666666666666667,-0.22666666666666657,2503.0,0.03460767011600713,1.0,False,-0.3425680451928529,Small
Harper vs Trudeau Election Talk,Political Ideology Spectrum & Media Bias,1.34,1.3333333333333333,0.006666666666666821,1041.0,0.9404438034019422,1.0,False,0.011076689990260149,Negligible
Harper vs Trudeau Election Talk,Columnist/Political Culture Commentary (Coyne etc.),1.34,1.0555555555555556,0.2844444444444445,1096.5,0.04801554257641636,1.0,False,0.5010499059072461,Medium
Harper vs Trudeau Election Talk,Refugees & Immigration System,1.34,1.1923076923076923,0.1476923076923078,1451.5,0.22592111544104132,1.0,False,0.25233897191676,Small
Partisan Competence / Messaging (Liberal vs Conservative),"Bullying, Civility & Editorial Disputes",1.125,1.4375,-0.3125,95.0,0.10416255883043905,1.0,False,-0.6173309979059936,Medium
Partisan Competence / Messaging (Liberal vs Conservative),US Politics (Trump/Clinton/Obama),1.125,1.5666666666666667,-0.44166666666666665,325.0,0.020924221926963645,1.0,False,-0.6470023577316103,Medium
Partisan Competence / Messaging (Liberal vs Conservative),Political Ideology Spectrum & Media Bias,1.125,1.3333333333333333,-0.20833333333333326,140.0,0.23875010710042321,1.0,False,-0.42483737909918884,Small
Partisan Competence / Messaging (Liberal vs Conservative),Columnist/Political Culture Commentary (Coyne etc.),1.125,1.0555555555555556,0.06944444444444442,154.0,0.504824106937741,1.0,False,0.23931938620591262,Small
Partisan Competence / Messaging (Liberal vs Conservative),Refugees & Immigration System,1.125,1.1923076923076923,-0.06730769230769229,201.0,0.7816012409951885,1.0,False,-0.1525347717741431,Negligible
Partisan Competence / Messaging (Liberal vs Conservative),Evidence vs Truth Debate (Kingwell Thread),1.125,1.04,0.08499999999999996,217.0,0.32838321424068295,1.0,False,0.32245312025183986,Small
Partisan Competence / Messaging (Liberal vs Conservative),"Consumer Prices, Markets & Groceries",1.125,1.1176470588235294,0.007352941176470562,144.0,0.5879706433222243,1.0,False,0.017433346455211884,Negligible
Partisan Competence / Messaging (Liberal vs Conservative),Immigration Policy & Legal Process,1.125,1.1176470588235294,0.007352941176470562,137.0,0.9745944735448081,1.0,False,0.02183722477609573,Negligible
Partisan Competence / Messaging (Liberal vs Conservative),"War, Terrorism & Security (Syria/ISIS)",1.125,1.2448979591836735,-0.11989795918367352,345.0,0.3200229503141969,1.0,False,-0.28943071865654274,Small
Partisan Competence / Messaging (Liberal vs Conservative),Justin Trudeau & Canadian Federal Leadership,1.125,1.103448275862069,0.02155172413793105,237.0,0.8446317869827984,1.0,False,0.06707205724996732,Negligible
Partisan Competence / Messaging (Liberal vs Conservative),Toronto Politics (Rob Ford / Mayor Drama),1.125,1.5151515151515151,-0.39015151515151514,190.0,0.052194841200887965,1.0,False,-0.5982042542736457,Medium
Partisan Competence / Messaging (Liberal vs Conservative),"Gender, Feminism & Relationships",1.125,1.4464285714285714,-0.3214285714285714,311.0,0.026842222824181756,1.0,False,-0.6412234498911867,Medium
Partisan Competence / Messaging (Liberal vs Conservative),"Racism, Law & Policy Framing",1.125,1.4,-0.2749999999999999,116.0,0.0743590933298182,1.0,False,-0.6265438946381943,Medium
Partisan Competence / Messaging (Liberal vs Conservative),"Animals, Food, Meat Ethics & Environment",1.125,1.3,-0.17500000000000004,411.0,0.23686880113870457,1.0,False,-0.33371190623595737,Small
Partisan Competence / Messaging (Liberal vs Conservative),Energy Tech (Solar/Wind/Nuclear/Power),1.125,1.2121212121212122,-0.08712121212121215,255.0,0.7655407262297953,1.0,False,-0.17795259252383785,Negligible
"Oil, Pipelines & Alberta Energy Industry","War, Terrorism & Security (Syria/ISIS)",1.0952380952380953,1.2448979591836735,-0.14965986394557818,1294.0,0.018871269633212003,1.0,False,-0.3865396492906268,Small
"Oil, Pipelines & Alberta Energy Industry",Justin Trudeau & Canadian Federal Leadership,1.0952380952380953,1.103448275862069,-0.008210180623973606,893.0,0.7306843740802287,1.0,False,-0.02448622104827403,Negligible
"Oil, Pipelines & Alberta Energy Industry","Animals, Food, Meat Ethics & Environment",1.0952380952380953,1.3,-0.2047619047619047,1541.0,0.006903557432560682,1.0,False,-0.44148573926257967,Small
"Oil, Pipelines & Alberta Energy Industry",Energy Tech (Solar/Wind/Nuclear/Power),1.0952380952380953,1.2121212121212122,-0.11688311688311681,962.0,0.2622342402221989,1.0,False,-0.2753032195790958,Small
"Oil, Pipelines & Alberta Energy Industry","Citizenship, Dual Citizenship & Niqab Ceremony",1.0952380952380953,1.2608695652173914,-0.165631469979296,596.0,0.031005001008045614,1.0,False,-0.440736231237525,Small
"Oil, Pipelines & Alberta Energy Industry","Canadian Culture, Language & Immigration Identity",1.0952380952380953,1.3214285714285714,-0.22619047619047605,673.0,0.004155213498859524,1.0,False,-0.5800009820436405,Medium
"Oil, Pipelines & Alberta Energy Industry",Marijuana/Drugs/Alcohol Legalization Debate,1.0952380952380953,1.1923076923076923,-0.09706959706959695,729.0,0.14016317426877306,1.0,False,-0.2673728606646803,Small
"Oil, Pipelines & Alberta Energy Industry","Education: Teachers, Schools & Kids",1.0952380952380953,1.1910112359550562,-0.09577314071696086,2586.5,0.1579926438723427,1.0,False,-0.21713830482498053,Small
"Oil, Pipelines & Alberta Energy Industry",Climate Change & CO2 Debate,1.0952380952380953,1.1111111111111112,-0.015873015873015817,2475.0,0.5510229074444295,1.0,False,-0.04815493101049735,Negligible
"Oil, Pipelines & Alberta Energy Industry",Harper-era Conservatism & Government,1.0952380952380953,1.1818181818181819,-0.08658008658008653,683.0,0.8414630427792891,1.0,False,-0.19301094640882352,Negligible
"Oil, Pipelines & Alberta Energy Industry",Personal Encouragement / Health / Small Talk,1.0952380952380953,1.391304347826087,-0.2960662525879916,531.5,0.002514061538366375,1.0,False,-0.702806657671676,Medium
Partisan Competence / Messaging (Liberal vs Conservative),"Vaccines, Vaccination & Disease Risk",1.125,1.3333333333333333,-0.20833333333333326,95.0,0.1813582759043133,1.0,False,-0.49760354662872547,Small
Partisan Competence / Messaging (Liberal vs Conservative),Fascism/Nazism/Confederate Symbols,1.125,1.5625,-0.4375,158.0,0.011914771982964279,1.0,False,-0.8038753611911956,Large
Political Scandal & Corruption (Senate/PMO),"Canadian Culture, Language & Immigration Identity",1.2222222222222223,1.3214285714285714,-0.09920634920634908,889.0,0.2132784185430937,1.0,False,-0.2068063873538552,Small
Political Scandal & Corruption (Senate/PMO),Marijuana/Drugs/Alcohol Legalization Debate,1.2222222222222223,1.1923076923076923,0.02991452991453003,943.0,0.9392488931418788,1.0,False,0.06476226260518876,Negligible
Political Scandal & Corruption (Senate/PMO),"Education: Teachers, Schools & Kids",1.2222222222222223,1.1910112359550562,0.03121098626716612,3322.0,0.543760565380291,1.0,False,0.06367808387656768,Negligible
Political Scandal & Corruption (Senate/PMO),Climate Change & CO2 Debate,1.2222222222222223,1.1111111111111112,0.11111111111111116,3168.0,0.13794177164314433,1.0,False,0.2761568870454371,Small
Political Scandal & Corruption (Senate/PMO),Harper-era Conservatism & Government,1.2222222222222223,1.1818181818181819,0.04040404040404044,868.0,0.30163707606378587,1.0,False,0.07642001314285211,Negligible
Political Scandal & Corruption (Senate/PMO),Personal Encouragement / Health / Small Talk,1.2222222222222223,1.391304347826087,-0.1690821256038646,702.0,0.1372443463987141,1.0,False,-0.33337576700711247,Small
Political Scandal & Corruption (Senate/PMO),"Oil, Pipelines & Alberta Energy Industry",1.2222222222222223,1.0952380952380953,0.12698412698412698,2527.0,0.0587729469817531,1.0,False,0.299724065377524,Small
Political Scandal & Corruption (Senate/PMO),Partisan Competence / Messaging (Liberal vs Conservative),1.2222222222222223,1.125,0.09722222222222232,618.0,0.5025106171767104,1.0,False,0.2113709841963551,Small
Political Scandal & Corruption (Senate/PMO),Harper vs Trudeau Election Talk,1.2222222222222223,1.34,-0.11777777777777776,3306.0,0.2199926994481083,1.0,False,-0.21116592702009013,Small
Political Scandal & Corruption (Senate/PMO),Praise/Feedback on Posts and Columns,1.2222222222222223,1.15,0.07222222222222241,1600.0,0.12006012716057747,1.0,False,0.1393571563727579,Negligible
Political Scandal & Corruption (Senate/PMO),"Police, Guns & Crime",1.2222222222222223,1.2136752136752136,0.008547008547008739,4302.0,0.7133963227165088,1.0,False,0.016851975847337664,Negligible
Political Scandal & Corruption (Senate/PMO),Media & Journalism (Globe and Mail Commentary),1.2222222222222223,1.305263157894737,-0.08304093567251458,3328.0,0.6732802857225368,1.0,False,-0.14179385268855438,Negligible
Political Scandal & Corruption (Senate/PMO),"Cities, Transit & Urban Development",1.2222222222222223,1.1290322580645162,0.09318996415770608,2414.0,0.1991590883914488,1.0,False,0.21239050343772087,Small
Political Scandal & Corruption (Senate/PMO),Canada Identity / Provinces / General National Talk,1.2222222222222223,1.2222222222222223,0.0,2784.0,0.2207912355337721,1.0,False,0.0,Negligible
Political Scandal & Corruption (Senate/PMO),"Parenting, Class & Family Life",1.2222222222222223,1.1714285714285715,0.050793650793650835,1351.0,0.35509325373911493,1.0,False,0.10324084783732675,Negligible
Personal Encouragement / Health / Small Talk,"Canadian Culture, Language & Immigration Identity",1.391304347826087,1.3214285714285714,0.06987577639751552,335.0,0.7730261203158618,1.0,False,0.13270534391859123,Negligible
Personal Encouragement / Health / Small Talk,Marijuana/Drugs/Alcohol Legalization Debate,1.391304347826087,1.1923076923076923,0.19899665551839463,348.0,0.20549957917888362,1.0,False,0.4020038912108005,Small
Personal Encouragement / Health / Small Talk,"Education: Teachers, Schools & Kids",1.391304347826087,1.1910112359550562,0.20029311187103072,1217.0,0.04397667088652924,1.0,False,0.38854381602092725,Small
Personal Encouragement / Health / Small Talk,Climate Change & CO2 Debate,1.391304347826087,1.1111111111111112,0.28019323671497576,1156.5,0.006092170588578586,1.0,False,0.7192777945235713,Medium
Personal Encouragement / Health / Small Talk,Harper-era Conservatism & Government,1.391304347826087,1.1818181818181819,0.20948616600790504,314.5,0.05572560486125124,1.0,False,0.335636636770227,Small
"Oil, Pipelines & Alberta Energy Industry","Vaccines, Vaccination & Disease Risk",1.0952380952380953,1.3333333333333333,-0.23809523809523792,355.0,0.010488049761353715,1.0,False,-0.632721997405529,Medium
"Oil, Pipelines & Alberta Energy Industry","Bullying, Civility & Editorial Disputes",1.0952380952380953,1.4375,-0.34226190476190466,355.5,0.0026505510314766938,1.0,False,-0.8214895376639637,Large
"Oil, Pipelines & Alberta Energy Industry",Political Ideology Spectrum & Media Bias,1.0952380952380953,1.3333333333333333,-0.23809523809523792,525.5,0.01676363733667834,1.0,False,-0.5742770061512819,Medium
"Oil, Pipelines & Alberta Energy Industry",Columnist/Political Culture Commentary (Coyne etc.),1.0952380952380953,1.0555555555555556,0.039682539682539764,581.0,0.7354214650311743,1.0,False,0.12189111439065786,Negligible
"Oil, Pipelines & Alberta Energy Industry",Refugees & Immigration System,1.0952380952380953,1.1923076923076923,-0.09706959706959695,757.5,0.29242651093390626,1.0,False,-0.24672144023615647,Small
"Oil, Pipelines & Alberta Energy Industry",Evidence vs Truth Debate (Kingwell Thread),1.0952380952380953,1.04,0.05523809523809531,819.0,0.5113630799599216,1.0,False,0.17686582192566985,Negligible
"Oil, Pipelines & Alberta Energy Industry","Consumer Prices, Markets & Groceries",1.0952380952380953,1.1176470588235294,-0.022408963585434094,544.5,0.8266740518769009,1.0,False,-0.05915486131286804,Negligible
"Oil, Pipelines & Alberta Energy Industry",Immigration Policy & Legal Process,1.0952380952380953,1.1176470588235294,-0.022408963585434094,516.0,0.6481602836885141,1.0,False,-0.06527304783062435,Negligible
Personal Encouragement / Health / Small Talk,US Politics (Trump/Clinton/Obama),1.391304347826087,1.5666666666666667,-0.17536231884057973,615.5,0.3887205956545047,1.0,False,-0.24888753326604576,Small
Personal Encouragement / Health / Small Talk,Insults / Ad Hominem Flame Replies,1.391304347826087,2.066666666666667,-0.67536231884058,95.0,0.01132023200884316,1.0,False,-0.9443704280742242,Large
Personal Encouragement / Health / Small Talk,Political Ideology Spectrum & Media Bias,1.391304347826087,1.3333333333333333,0.05797101449275366,255.5,0.696853473101816,1.0,False,0.09989302902982113,Negligible
Personal Encouragement / Health / Small Talk,Columnist/Political Culture Commentary (Coyne etc.),1.391304347826087,1.0555555555555556,0.33574879227053134,268.0,0.027138151274731737,1.0,False,0.7224718988660715,Medium
Personal Encouragement / Health / Small Talk,Refugees & Immigration System,1.391304347826087,1.1923076923076923,0.19899665551839463,355.0,0.13773161376988605,1.0,False,0.3710727040160261,Small
Personal Encouragement / Health / Small Talk,Evidence vs Truth Debate (Kingwell Thread),1.391304347826087,1.04,0.3513043478260869,376.5,0.007032318473970875,1.0,False,0.8202305991482273,Large
Personal Encouragement / Health / Small Talk,"Consumer Prices, Markets & Groceries",1.391304347826087,1.1176470588235294,0.2736572890025575,248.5,0.04835794733300841,1.0,False,0.5031046778734818,Medium
Personal Encouragement / Health / Small Talk,Immigration Policy & Legal Process,1.391304347826087,1.1176470588235294,0.2736572890025575,241.5,0.0983081614619424,1.0,False,0.5548724001860357,Medium
Personal Encouragement / Health / Small Talk,"War, Terrorism & Security (Syria/ISIS)",1.391304347826087,1.2448979591836735,0.1464063886424134,627.5,0.3241574407354656,1.0,False,0.301195203982988,Small
Personal Encouragement / Health / Small Talk,Justin Trudeau & Canadian Federal Leadership,1.391304347826087,1.103448275862069,0.28785607196401797,416.5,0.032081593014689824,1.0,False,0.6383287734006131,Medium
Personal Encouragement / Health / Small Talk,Toronto Politics (Rob Ford / Mayor Drama),1.391304347826087,1.5151515151515151,-0.12384716732542822,356.0,0.653460621588074,1.0,False,-0.17944926809230669,Negligible
Personal Encouragement / Health / Small Talk,"Gender, Feminism & Relationships",1.391304347826087,1.4464285714285714,-0.05512422360248448,600.0,0.5839316576578923,1.0,False,-0.10017201773969071,Negligible
Personal Encouragement / Health / Small Talk,"Racism, Law & Policy Framing",1.391304347826087,1.4,-0.008695652173912993,222.0,0.8284621149173161,1.0,False,-0.01589006449092642,Negligible
Personal Encouragement / Health / Small Talk,"Animals, Food, Meat Ethics & Environment",1.391304347826087,1.3,0.09130434782608687,749.5,0.4466706002716433,1.0,False,0.1609143055996301,Negligible
Personal Encouragement / Health / Small Talk,Energy Tech (Solar/Wind/Nuclear/Power),1.391304347826087,1.2121212121212122,0.17918313570487476,448.5,0.12109456635802661,1.0,False,0.3194138283187558,Small
Personal Encouragement / Health / Small Talk,"Citizenship, Dual Citizenship & Niqab Ceremony",1.391304347826087,1.2608695652173914,0.13043478260869557,290.5,0.4841263560673671,1.0,False,0.25067348192701866,Small
Harper-era Conservatism & Government,Immigration Policy & Legal Process,1.1818181818181819,1.1176470588235294,0.06417112299465244,183.0,0.8505860853337979,1.0,False,0.11749150268141959,Negligible
Harper-era Conservatism & Government,"War, Terrorism & Security (Syria/ISIS)",1.1818181818181819,1.2448979591836735,-0.06307977736549164,462.0,0.1682189699687221,1.0,False,-0.12237329531452827,Negligible
Harper-era Conservatism & Government,Justin Trudeau & Canadian Federal Leadership,1.1818181818181819,1.103448275862069,0.07836990595611293,316.5,0.9411905565930955,1.0,False,0.15861290676324663,Negligible
Harper-era Conservatism & Government,Toronto Politics (Rob Ford / Mayor Drama),1.1818181818181819,1.5151515151515151,-0.33333333333333326,257.5,0.02063687365918949,1.0,False,-0.46262673383679326,Small
Harper-era Conservatism & Government,"Gender, Feminism & Relationships",1.1818181818181819,1.4464285714285714,-0.2646103896103895,419.5,0.008058909553449558,1.0,False,-0.46033386423873796,Small
Harper-era Conservatism & Government,"Racism, Law & Policy Framing",1.1818181818181819,1.4,-0.21818181818181803,156.0,0.030776016769231265,1.0,False,-0.367840391897362,Small
Harper-era Conservatism & Government,"Animals, Food, Meat Ethics & Environment",1.1818181818181819,1.3,-0.11818181818181817,551.0,0.11434701529559553,1.0,False,-0.20021929506209774,Small
Harper-era Conservatism & Government,Energy Tech (Solar/Wind/Nuclear/Power),1.1818181818181819,1.2121212121212122,-0.030303030303030276,342.5,0.5527156135736011,1.0,False,-0.05089617207959565,Negligible
Harper-era Conservatism & Government,"Citizenship, Dual Citizenship & Niqab Ceremony",1.1818181818181819,1.2608695652173914,-0.07905138339920947,213.0,0.17662971924081827,1.0,False,-0.14001172891563288,Negligible
Harper-era Conservatism & Government,"Canadian Culture, Language & Immigration Identity",1.1818181818181819,1.3214285714285714,-0.13961038961038952,241.5,0.07299804543011544,1.0,False,-0.24663915491491298,Small
Harper-era Conservatism & Government,Marijuana/Drugs/Alcohol Legalization Debate,1.1818181818181819,1.1923076923076923,-0.010489510489510412,259.5,0.3796608978661876,1.0,False,-0.019499600580206982,Negligible
Harper-era Conservatism & Government,"Education: Teachers, Schools & Kids",1.1818181818181819,1.1910112359550562,-0.009193054136874323,919.5,0.47396297406912624,1.0,False,-0.0172311164795689,Negligible
Harper-era Conservatism & Government,Climate Change & CO2 Debate,1.1818181818181819,1.1111111111111112,0.07070707070707072,877.5,0.845053140774629,1.0,False,0.17097911877893296,Negligible
Personal Encouragement / Health / Small Talk,"Vaccines, Vaccination & Disease Risk",1.391304347826087,1.3333333333333333,0.05797101449275366,177.5,0.8709377452903809,1.0,False,0.10578334177962548,Negligible
Personal Encouragement / Health / Small Talk,Fascism/Nazism/Confederate Symbols,1.391304347826087,1.5625,-0.17119565217391308,312.0,0.27904409730951996,1.0,False,-0.2833045765529695,Small
Personal Encouragement / Health / Small Talk,"Bullying, Civility & Editorial Disputes",1.391304347826087,1.4375,-0.04619565217391308,178.0,0.8519289543530957,1.0,False,-0.07671747676453088,Negligible
Climate Change & CO2 Debate,"Animals, Food, Meat Ethics & Environment",1.1111111111111112,1.3,-0.18888888888888888,2047.5,0.01612185224007214,1.0,False,-0.4317904112529327,Small
Climate Change & CO2 Debate,Energy Tech (Solar/Wind/Nuclear/Power),1.1111111111111112,1.2121212121212122,-0.101010101010101,1273.5,0.4926085635619899,1.0,False,-0.2554270381485998,Small
Climate Change & CO2 Debate,"Citizenship, Dual Citizenship & Niqab Ceremony",1.1111111111111112,1.2608695652173914,-0.1497584541062802,792.0,0.07361083024529648,1.0,False,-0.42891608742965864,Small
Climate Change & CO2 Debate,"Canadian Culture, Language & Immigration Identity",1.1111111111111112,1.3214285714285714,-0.21031746031746024,895.5,0.010273222167030227,1.0,False,-0.579225516534198,Medium
Climate Change & CO2 Debate,Marijuana/Drugs/Alcohol Legalization Debate,1.1111111111111112,1.1923076923076923,-0.08119658119658113,967.5,0.29052026124569374,1.0,False,-0.23979874081755562,Small
Climate Change & CO2 Debate,"Education: Teachers, Schools & Kids",1.1111111111111112,1.1910112359550562,-0.07990012484394504,3429.0,0.3571320624371839,1.0,False,-0.18986202635983215,Negligible
Harper-era Conservatism & Government,"Vaccines, Vaccination & Disease Risk",1.1818181818181819,1.3333333333333333,-0.15151515151515138,127.5,0.09255400551611584,1.0,False,-0.25246454204173874,Small
Harper-era Conservatism & Government,Fascism/Nazism/Confederate Symbols,1.1818181818181819,1.5625,-0.3806818181818181,215.0,0.0036276262970637552,1.0,False,-0.5969417524478781,Medium
Harper-era Conservatism & Government,"Bullying, Civility & Editorial Disputes",1.1818181818181819,1.4375,-0.2556818181818181,128.5,0.050379259627772566,1.0,False,-0.39335370455863977,Small
Harper-era Conservatism & Government,US Politics (Trump/Clinton/Obama),1.1818181818181819,1.5666666666666667,-0.3848484848484848,443.0,0.006750102159072812,1.0,False,-0.5311030521767847,Medium
Harper-era Conservatism & Government,Political Ideology Spectrum & Media Bias,1.1818181818181819,1.3333333333333333,-0.15151515151515138,188.5,0.13169473861610734,1.0,False,-0.24300325484295465,Small
Harper-era Conservatism & Government,Columnist/Political Culture Commentary (Coyne etc.),1.1818181818181819,1.0555555555555556,0.1262626262626263,205.5,0.6768736294866593,1.0,False,0.24350129232117748,Small
Harper-era Conservatism & Government,Refugees & Immigration System,1.1818181818181819,1.1923076923076923,-0.010489510489510412,269.5,0.5641825749382532,1.0,False,-0.018181498790705238,Negligible
Harper-era Conservatism & Government,Evidence vs Truth Debate (Kingwell Thread),1.1818181818181819,1.04,0.14181818181818184,289.5,0.4811439354994298,1.0,False,0.29740103147433833,Small
Harper-era Conservatism & Government,"Consumer Prices, Markets & Groceries",1.1818181818181819,1.1176470588235294,0.06417112299465244,193.0,0.7360614059208398,1.0,False,0.10810466969646967,Negligible
Climate Change & CO2 Debate,"Vaccines, Vaccination & Disease Risk",1.1111111111111112,1.3333333333333333,-0.2222222222222221,472.5,0.02641806489213241,1.0,False,-0.6399891066611053,Medium
Climate Change & CO2 Debate,"Bullying, Civility & Editorial Disputes",1.1111111111111112,1.4375,-0.32638888888888884,472.5,0.006653024184784483,1.0,False,-0.8521277886887328,Large
Climate Change & CO2 Debate,Political Ideology Spectrum & Media Bias,1.1111111111111112,1.3333333333333333,-0.2222222222222221,697.5,0.039810954842311085,1.0,False,-0.5802588531856591,Medium
Climate Change & CO2 Debate,Columnist/Political Culture Commentary (Coyne etc.),1.1111111111111112,1.0555555555555556,0.05555555555555558,769.5,0.4869104167937749,1.0,False,0.18295179572312512,Negligible
Climate Change & CO2 Debate,Refugees & Immigration System,1.1111111111111112,1.1923076923076923,-0.08119658119658113,1003.5,0.5296290392059662,1.0,False,-0.2220611756915689,Small
Climate Change & CO2 Debate,Evidence vs Truth Debate (Kingwell Thread),1.1111111111111112,1.04,0.07111111111111112,1084.5,0.29328099635881466,1.0,False,0.2422702733757323,Small
Climate Change & CO2 Debate,"Consumer Prices, Markets & Groceries",1.1111111111111112,1.1176470588235294,-0.006535947712418277,720.0,0.5792880654022372,1.0,False,-0.0186704011203734,Negligible
Climate Change & CO2 Debate,Immigration Policy & Legal Process,1.1111111111111112,1.1176470588235294,-0.006535947712418277,684.0,0.9452792431133402,1.0,False,-0.020493427626884712,Negligible
Climate Change & CO2 Debate,"War, Terrorism & Security (Syria/ISIS)",1.1111111111111112,1.2448979591836735,-0.13378684807256236,1719.0,0.045810591577922305,1.0,False,-0.3664488037412901,Small
Climate Change & CO2 Debate,Justin Trudeau & Canadian Federal Leadership,1.1111111111111112,1.103448275862069,0.00766283524904221,1183.5,0.9149582311373626,1.0,False,0.02435676007222997,Negligible
Climate Change & CO2 Debate,"Racism, Law & Policy Framing",1.1111111111111112,1.4,-0.28888888888888875,576.0,0.0021377067930469394,1.0,False,-0.8034215027686964,Large
"Education: Teachers, Schools & Kids",Political Ideology Spectrum & Media Bias,1.1910112359550562,1.3333333333333333,-0.14232209737827706,814.0,0.17301564258969615,1.0,False,-0.277444540051678,Small
"Education: Teachers, Schools & Kids",Columnist/Political Culture Commentary (Coyne etc.),1.1910112359550562,1.0555555555555556,0.13545568039950062,883.5,0.2567537822117031,1.0,False,0.291343422809059,Small
"Education: Teachers, Schools & Kids",Refugees & Immigration System,1.1910112359550562,1.1923076923076923,-0.0012964563526360884,1158.5,0.991540788900579,1.0,False,-0.0026142247437733416,Negligible
"Education: Teachers, Schools & Kids",Evidence vs Truth Debate (Kingwell Thread),1.1910112359550562,1.04,0.15101123595505617,1244.0,0.12591331476219367,1.0,False,0.3353380612353114,Small
"Education: Teachers, Schools & Kids","Consumer Prices, Markets & Groceries",1.1910112359550562,1.1176470588235294,0.07336417713152676,825.5,0.32955254267143763,1.0,False,0.14810902812013405,Negligible
"Education: Teachers, Schools & Kids",Immigration Policy & Legal Process,1.1910112359550562,1.1176470588235294,0.07336417713152676,788.5,0.6623201303251487,1.0,False,0.15427835756447317,Negligible
"Education: Teachers, Schools & Kids","War, Terrorism & Security (Syria/ISIS)",1.1910112359550562,1.2448979591836735,-0.05388672322861732,2001.5,0.2416979782251698,1.0,False,-0.11320795745483388,Negligible
"Education: Teachers, Schools & Kids",Justin Trudeau & Canadian Federal Leadership,1.1910112359550562,1.103448275862069,0.08756296009298725,1363.0,0.45992375661286533,1.0,False,0.19075544157449142,Negligible
